Term,Category,Reasoning,Original_Label,NLD
Campanian,Geological Time Interval,"The NLD describes Campanian as a 'subdivision of the Late Cretaceous Epoch' that 'spans from approximately 83.6 to 72.1 million years ago,' which directly aligns with the definition of a Geological Time Interval as a 'Temporal Region of finite or zero dimension within the Global Geological Time.'",UNIDADE_CRONO,The Campanian is a geological age that represents a subdivision of the Late Cretaceous Epoch. It spans from approximately 83.6 to 72.1 million years ago. This chronostratigraphic unit follows the Santonian and precedes the Maastrichtian.
travertine,Rock,"The NLD describes travertine as a 'terrestrial carbonate rock' made of 'calcium carbonate minerals', which directly aligns with the GeoCore definition of Rock as a 'solid consolidate Earth Material, made of polycrystalline... mineral matter'.",ROCHA,"Travertine is a terrestrial carbonate rock that forms by the rapid precipitation of calcium carbonate minerals, primarily calcite, from supersaturated meteoric waters at ambient or elevated temperatures, often exhibiting distinctive layered, porous, or banded textures."
1-brsa-618-rjs,site,"The term describes an exploratory well, which is a hole or excavation, aligning with the BFO definition of a site as a three-dimensional immaterial entity.",POÇO,"1-BRSA-618-RJS is a specific exploratory well that was drilled in the Santos Basin, offshore Rio de Janeiro, Brazil, to investigate the hydrocarbon potential of the Pre-Salt carbonate reservoirs."
3-brsa-1032-rjs,site,"The term describes a borehole, which is a three-dimensional immaterial entity (a hole) whose boundaries are determined by surrounding material, fitting the definition of a BFO site.",POÇO,"3-BRSA-1032-RJS is a well that is a specific borehole officially designated by the Brazilian National Agency of Petroleum, Natural Gas and Biofuels (ANP) and drilled by Petrobras in the offshore Rio de Janeiro area of Brazil."
3-brsa-1132-rjs,site,"The NLD describes a 'well' as an entity that is 'drilled', implying it is a hole or bore, which aligns with the BFO definition of a 'site' as a three-dimensional immaterial entity whose boundaries are determined in relation to surrounding material.",POÇO,"3-brsa-1132-rjs is a well that is uniquely identified by the ANP (Agência Nacional do Petróleo, Gás Natural e Biocombustíveis) code 3-BRSA-1132-RJS, drilled by Petrobras in the offshore Rio de Janeiro State area, primarily for hydrocarbon exploration or appraisal within the Brazilian Pre-Salt play."
gases,Earth Fluid,The NLD explicitly states that 'Gases are a type of earth fluid' and the GeoCore definition of Earth Fluid includes 'gas' as an example.,FLUIDODATERRA,"Gases are a type of earth fluid that exist in a gaseous state under reservoir conditions, characterized by low viscosity and compressibility, and are typically composed of light hydrocarbon molecules and non-hydrocarbon components."
Ilyocypris,Geological Object,"Ilyocypris, as a microcrustacean fossil, is a rigid entity with its own identity and unity, generated by geological processes, aligning with the definition of a Geological Object.",FOSSEIS,"Ilyocypris is a genus of ostracod that represents a bivalved microcrustacean fossil commonly found in lacustrine deposits, serving as a key paleoenvironmental indicator for freshwater to brackish conditions in the Brazilian Pre-Salt succession."
Alagoas,Geological Time Interval,"The term is defined as a chronostratigraphic unit representing a specific geological age, which directly corresponds to the definition of a Geological Time Interval.",UNIDADE_CRONO,"Alagoas is a chronostratigraphic unit that represents a specific geological age within the Early Cretaceous, corresponding to the Aptian stage. It is characterized by the deposition of the main sag-phase carbonate reservoirs in the Brazilian Pre-Salt basins."
Alagoas,Geological Time Interval,"The term is defined as a chronostratigraphic unit representing a specific geological age, which directly corresponds to the definition of a Geological Time Interval.",UNIDADE_CRONO,"Alagoas is a chronostratigraphic unit that represents a specific geological age within the Early Cretaceous, corresponding to the Aptian stage. It is characterized by the deposition of the main sag-phase carbonate reservoirs in the Brazilian Pre-Salt basins."
rocks,Rock,"The NLD describes 'rocks' as a 'naturally occurring solid aggregate of one or more minerals', which directly matches the GeoCore definition of 'Rock' as a 'solid consolidate Earth Material'.",ROCHA,"A rock is a naturally occurring solid aggregate of one or more minerals or mineraloids, or organic matter, that forms a significant part of the Earth's crust."
strontium,material entity,"The NLD describes strontium as a 'chemical element' and 'alkaline earth metal,' which are fundamental types of matter, making it a material entity.",MINERAIS,"Strontium is an alkaline earth metal that is a chemical element commonly incorporated into the crystal lattice of various minerals, particularly carbonates and sulfates, often serving as a proxy for paleoenvironmental conditions and diagenetic processes."
Paleocene-Eocene,Geological Time Interval,The NLD explicitly defines the term as a 'geological time interval spanning from the beginning of the Paleocene epoch to the end of the Eocene epoch'.,UNIDADE_CRONO,Paleocene-Eocene is a chronostratigraphic unit that represents the geological time interval spanning from the beginning of the Paleocene epoch to the end of the Eocene epoch.
gravel,Sediment,"The NLD explicitly defines gravel as an 'unconsolidated clastic sediment,' which directly matches the definition of Sediment in GeoReservoir.",NAO_CONSOLID,"Gravel is an unconsolidated clastic sediment that consists of rock fragments, mineral grains, or bioclastic material. It is characterized by a grain size larger than sand, with individual particles typically exceeding 2 mm in diameter."
aeolian,Geological Process,"The NLD defines an aeolian paleoenvironment by the 'depositional and erosional processes dominated by wind activity,' which directly aligns with the definition of a Geological Process.",PALEOAMBIENTE,"An aeolian paleoenvironment is a paleoenvironment that is characterized by depositional and erosional processes dominated by wind activity, typically resulting in the formation of dune fields, sand sheets, and interdune deposits in arid or semi-arid continental settings."
rochas carbonáticas,Sedimentary Rock,"The NLD defines 'rochas carbonáticas' as sedimentary rocks composed of carbonate minerals, which directly matches the definition of 'Sedimentary Rock'.",ROCHA,"Rochas carbonáticas são rochas sedimentares que são compostas predominantemente por minerais carbonáticos, como calcita e dolomita, e que se formam pela acumulação de material biogênico ou precipitação química de carbonatos."
mounds,Mound Unit,"The NLD describes a physical carbonate structure and positive topographic feature formed by accumulation, which aligns with the definition of a Mound Unit as a type of Depositional Unit.",ESTRUTURA_FISICA,"A mound is a carbonate structure that is a positive topographic feature, formed by the in-situ accumulation of carbonate material, often of microbial or biogenic origin, in lacustrine or marine environments."
3-BRSA-1343-RJS,Geological Object,"The term refers to a well, which is a rigid entity created by a drilling process, fitting the definition of a Geological Object.",POÇO,"3-BRSA-1343-RJS is a well that was drilled by Petrobras in the offshore Rio de Janeiro state, identified by the sequential number 1343, representing a specific drilling operation or sidetrack within a well cluster."
3-BRSA-1345-RJS,generically dependent continuant,"The term describes an 'official identifier,' which is a pattern or content that exists in virtue of its instances and refers to a specific entity, aligning with the definition of a generically dependent continuant.",POÇO,"3-BRSA-1345-RJS is a well that is an official identifier assigned by the Brazilian National Agency of Petroleum, Natural Gas and Biofuels (ANP) to a specific bore drilled by Petrobras (BRSA) in the state of Rio de Janeiro (RJS), representing the third well in its respective drilling campaign or block."
3-brsa-1183-rjs,site,"The NLD describes a well as a 'bore drilled into the Earth's subsurface,' which is a type of hole, and BFO's 'site' category explicitly includes 'hole' as an example of a three-dimensional immaterial entity.",POÇO,"3-BRSA-1183-RJS is a well that represents a specific bore drilled into the Earth's subsurface for exploration or production of hydrocarbons. It is identified by the ANP nomenclature '3-BRSA-1183-RJS', indicating it is the third well drilled in a block operated by Petrobras (BRSA), assigned the sequential number 1183, and located offshore the state of Rio de Janeiro (RJS). This well is typically associated with the exploration and appraisal of Pre-Salt carbonate reservoirs."
Aptian,Geological Time Interval,"The NLD describes Aptian as a chronostratigraphic stage spanning a specific duration, which aligns with the definition of a Geological Time Interval as a temporal region of finite dimension.",UNIDADE_CRONO,"Aptian is a chronostratigraphic stage that represents a division of the Early Cretaceous epoch, succeeding the Barremian and preceding the Albian stages, and spanning from approximately 125.0 to 113.0 million years ago."
anhydrite,Sedimentary Rock,The NLD explicitly defines anhydrite as an 'evaporite rock' which is a type of sedimentary rock formed by precipitation.,ROCHA,"Anhydrite is an evaporite rock that is primarily composed of the mineral anhydrite (CaSO4). It forms through the precipitation of calcium sulfate from evaporating seawater or hypersaline brines, commonly occurring in evaporite sequences and as a diagenetic product."
faults,Geological Structure,"The NLD explicitly states that 'Faults are geological structures,' and 'fault' is listed as an example of a Geological Structure in the GeoCore definition.",ESTRUTURA_FISICA,"Faults are geological structures that are brittle fractures in rock along which there has been significant relative displacement of the rock masses on opposing sides. They are fundamental controls on fluid migration, trap formation, and reservoir compartmentalization within sedimentary basins."
siltites,Sedimentary Rock,The NLD explicitly defines siltite as a 'sedimentary rock' primarily composed of 'silt-sized clastic particles'.,ROCHA,"A siltite is a sedimentary rock that is primarily composed of silt-sized clastic particles, typically ranging from 0.004 to 0.0625 mm in diameter, and is intermediate in grain size between sandstone and mudstone."
calcarenite,Sedimentary Rock,"The NLD explicitly defines calcarenite as a limestone primarily composed of sand-sized carbonate grains, which directly matches the definition of Sedimentary Rock.",ROCHA,A calcarenite is a limestone that is primarily composed of sand-sized (0.0625 to 2 mm) carbonate grains.
charophyte,Geological Object,"A charophyte, specifically its fossilized calcified reproductive structures, is a rigid entity formed by geological processes (fossilization) and provides its own identity criteria, fitting the definition of a Geological Object.",FOSSEIS,"A charophyte is a fossilized green alga that produces distinctive calcified reproductive structures known as gyrogonites. These gyrogonites are commonly preserved in lacustrine and brackish water carbonate deposits, serving as important biostratigraphic markers for non-marine environments, including those of the Brazilian Pre-Salt."
algae,Geological Object,"The NLD describes algae as a fossil, which is a rigid entity representing preserved remains or traces of organisms, generated by geological processes.",FOSSEIS,"Algae is a fossil that represents the preserved remains or traces of photosynthetic eukaryotic organisms, often unicellular or simple multicellular forms, which played a significant role in the formation of carbonate rocks, particularly in the Brazilian Pre-Salt reservoirs."
gyrogonite,Geological Object,"The NLD describes a 'fossilized reproductive structure,' which is a rigid, identifiable entity formed by geological processes, fitting the definition of a Geological Object.",FOSSEIS,A gyrogonite is a fossilized reproductive structure that represents the calcified oogonium of a charophyte alga.
grainstones-rudstones,Sedimentary Rock,"The NLD describes 'grainstones-rudstones' as 'carbonate rocks' characterized by their grain-supported fabric and particle size, which directly matches the definition of a Sedimentary Rock.",ROCHA,"Grainstones-rudstones are carbonate rocks that exhibit a grain-supported fabric, containing less than 10% mud matrix, and are often characterized by a significant proportion of grains larger than 2 mm."
Neocomian,Geological Time Interval,"The NLD describes Neocomian as a chronostratigraphic unit representing a specific epoch and spanning a defined time range, which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,"Neocomian is a chronostratigraphic unit that represents the earliest part of the Early Cretaceous epoch. It encompasses the Berriasian, Valanginian, and Hauterivian stages, spanning from approximately 145 to 133 million years ago."
eo-Aptian,Geological Time Interval,"The NLD defines 'eo-Aptian' as a chronostratigraphic unit designating an earliest interval of a geological stage, which aligns with the definition of a Geological Time Interval.",UNIDADE_CRONO,"Eo-Aptian is a chronostratigraphic unit that designates the earliest interval of the Aptian stage, a subdivision of the Early Cretaceous epoch."
Neo-Aptian,Geological Time Interval,"The NLD describes Neo-Aptian as a 'chronostratigraphic unit' and 'period', which directly aligns with the definition of a Geological Time Interval as a temporal region within global geological time.",UNIDADE_CRONO,"Neo-Aptian is a chronostratigraphic unit that represents the upper sub-stage of the Aptian Stage within the Early Cretaceous Epoch, marking a critical period in the Brazilian Pre-Salt for the transition from sag-phase carbonate deposition to widespread evaporite precipitation."
sylvite,Geological Object,"Sylvite is a mineral that crystallizes, and a crystal is explicitly listed as an example of a Geological Object.",MINERAIS,"Sylvite is a mineral that is a naturally occurring potassium chloride (KCl), crystallizing in the isometric system. It is a common evaporite mineral, often found in marine and lacustrine salt deposits, and is a primary ore of potassium."
Neogene,Geological Time Interval,"The NLD describes Neogene as a geological period spanning a specific time range, which directly matches the definition of a Geological Time Interval as a temporal region within global geological time.",UNIDADE_CRONO,"Neogene is a chronostratigraphic unit that represents a geological period within the Cenozoic Era, spanning from approximately 23.03 million years ago to 2.58 million years ago."
diamictites,Sedimentary Rock,The NLD explicitly defines a diamictite as a 'sedimentary rock'.,ROCHA,"A diamictite is a sedimentary rock that is characterized by very poor sorting and a wide range of clast sizes, from clay to boulders, supported within a finer-grained matrix."
mound-shaped,Mound Geometry,"The NLD describes a specific physical structure exhibiting a convex, rounded, or domal profile, which directly aligns with the definition of Mound Geometry as a synonym for Geometry with a 'mound' value.",ESTRUTURA_FISICA,"Mound-shaped is a descriptive term that characterizes a physical structure exhibiting a convex, isolated, and generally rounded or domal profile, often forming a topographic high relative to its surroundings."
Miocene,Geological Time Interval,"The NLD describes the Miocene as a 'geological epoch' spanning a specific time range, which directly matches the definition of a Geological Time Interval as a temporal region of finite dimension.",UNIDADE_CRONO,"The Miocene is a geological epoch that represents the first epoch of the Neogene Period and the fourth epoch of the Cenozoic Era. It spans from approximately 23.03 to 5.333 million years ago, characterized by significant global cooling and the diversification of mammals."
serravallian,Geological Time Interval,"The NLD describes Serravallian as a chronostratigraphic unit representing a global subdivision of geological time spanning a specific duration, which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,"Serravallian is a chronostratigraphic unit that represents a global subdivision of geological time within the Middle Miocene epoch. It spans from approximately 13.82 to 11.63 million years ago, following the Langhian and preceding the Tortonian stages."
diamictites,Sedimentary Rock,The NLD explicitly defines diamictite as a type of sedimentary rock.,ROCHA,"A diamictite is a type of sedimentary rock that is characterized by its poor sorting, containing a wide range of clast sizes from clay to boulders, set within a muddy or sandy matrix."
dinoflagellate,object,"The NLD describes a 'unicellular planktonic protist,' which is an organism, and BFO's 'object' category explicitly includes organisms as examples.",FOSSEIS,A dinoflagellate is a unicellular planktonic protist that typically possesses two flagella and often produces resistant organic cysts (dinocysts) that are preserved as microfossils in sedimentary rocks.
Taranaki Basin,Sedimentary Geological Object,"The NLD describes a 'sedimentary basin' with 'sedimentary fill', directly matching the definition of a Sedimentary Geological Object as a Geological Object constituted by Sedimentary Rock or Sediment.",BACIA,"The Taranaki Basin is a sedimentary basin that is located offshore and onshore the west coast of New Zealand's North Island, representing the country's primary hydrocarbon province with Mesozoic to Cenozoic sedimentary fill and significant gas and oil accumulations."
Espirito Santo basins,Geological Object,"The NLD describes the basins as distinct geological features formed by geological processes, which aligns with the definition of a Geological Object.",BACIA,"Espirito Santo basins are a series of marginal sedimentary basins that are located along the southeastern Brazilian continental margin, formed during the Mesozoic rifting and Cenozoic sag phases of the South Atlantic opening. They extend from the state of Espírito Santo northward and are significant for hydrocarbon exploration. These basins contain both post-rift and pre-salt plays, making them key targets for oil and gas production."
Campo de Bonito,Depositional System,"The term describes an oil and gas field, which is an aggregate of geological objects (reservoirs) that are mereotopologically linked, fitting the definition of a Depositional System.",CAMPO,"Campo de Bonito is an oil and gas field that is located in the Santos Basin, offshore Brazil, and is characterized by its high-quality Pre-Salt carbonate reservoirs, producing light oil."
bacia de campos,Geological Object,"The term describes a sedimentary basin, which is a large-scale rigid geological entity formed by geological processes and containing other geological objects.",BACIA,"A Bacia de Campos is a sedimentary basin that is located offshore the southeastern coast of Brazil, representing one of the most prolific oil and gas provinces in the country. It is characterized by significant Pre-Salt carbonate and Post-Salt clastic reservoirs, formed during the rifting and opening of the South Atlantic Ocean."
Neogene,Geological Time Interval,"The NLD describes Neogene as a chronostratigraphic unit representing a geological period with a defined time span, which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,The Neogene is a chronostratigraphic unit that represents a geological period and system within the Cenozoic Era. It spans from approximately 23.03 to 2.58 million years ago. This unit follows the Paleogene Period and precedes the Quaternary Period.
Paleogene,Geological Time Interval,"The NLD describes Paleogene as a chronostratigraphic unit spanning a specific duration, which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Paleogene is a chronostratigraphic unit that constitutes the earliest period of the Cenozoic Era. It spans from approximately 66 to 23 million years ago, following the Cretaceous Period and preceding the Neogene Period. This interval is marked by the diversification of mammals and significant global cooling trends."
cyanobacteria coccoid,Geological Object,"The term describes a fossil microorganism, which is a rigid entity formed by geological processes and maintains its identity, fitting the definition of a Geological Object.",FOSSEIS,"A cyanobacteria coccoid is a fossil microorganism that represents the preserved remains of spherical or ovoid-shaped cyanobacteria, which are photosynthetic prokaryotes often found in microbialites like stromatolites, providing evidence of early life and paleoenvironmental conditions in carbonate systems."
cyanobacteria mats,Sedimentary Structure,The NLD explicitly describes the term as a 'biogenic sedimentary structure' formed by the layered growth and binding of sediment particles.,FOSSEIS,"Fossilized cyanobacteria mats are a preserved biogenic sedimentary structure that formed from the layered growth of photosynthetic prokaryotes, primarily cyanobacteria, which trapped and bound sediment particles, often resulting in laminated microbialites such as stromatolites."
botryoids,Rock,"The NLD describes botryoids as a fossilized microbial carbonate precipitate, which is a solid, consolidated earth material of biological and mineral origin, fitting the definition of Rock.",FOSSEIS,"Botryoids are a type of fossilized microbial carbonate precipitate that exhibits a characteristic spherical to grape-like morphology, often forming aggregates, and is common in ancient lacustrine and marine environments."
quartzite,Rock,"The NLD explicitly defines quartzite as a 'metamorphic rock,' which directly matches the definition of 'Rock' in GeoCore.",MINERAIS,"Quartzite is a metamorphic rock that is predominantly composed of quartz, formed through the metamorphism of sandstone, and is characterized by its high hardness and resistance to weathering."
schist,Sediment,"The NLD describes 'schist' as a 'non-consolidated detrital material that consists of rock fragments', which aligns with 'Sediment' being an 'Unconsolidated Earth Material constituted by some collection of sedimentary grains or particles'.",NAO_CONSOLID,"Schist is a non-consolidated detrital material that consists of rock fragments, typically platy and rich in mica, derived from the weathering and erosion of a schistose metamorphic rock."
fluvial-to-alluvial,Depositional System,The NLD explicitly defines a fluvial-to-alluvial paleoenvironment as a 'depositional system'.,PALEOAMBIENTE,"A fluvial-to-alluvial paleoenvironment is a depositional system characterized by the transition and interaction between riverine (fluvial) processes and sediment accumulation in unconfined, often fan-shaped (alluvial) settings, typically occurring along basin margins or in areas of significant topographic relief."
mollusk shell,Geological Object,"A mollusk shell is a rigid, identifiable entity that is preserved in the geological record, fitting the definition of a Geological Object.",FOSSEIS,"A mollusk shell is a biomineralized fossil that constitutes the hard, external protective covering secreted by a mollusk. These calcified or aragonitic structures are preserved in the geological record, often forming significant components within carbonate reservoirs."
chert,Rock,"The NLD describes chert as a 'cryptocrystalline variety of quartz,' which is a solid, consolidated mineral matter, fitting the definition of Rock.",MINERAIS,"Chert is a cryptocrystalline variety of quartz (SiO2) that is characterized by its hardness, conchoidal fracture, and typically occurs as nodules, concretions, or beds within sedimentary rocks. It often forms through the diagenetic replacement of carbonate minerals or the precipitation of biogenic silica from silica-rich fluids."
structures,Geological Structure,"The NLD describes 'structures' as 'geological configurations of rock units' resulting from 'deformation processes' like 'faulting, folding', which directly aligns with GeoCore's definition of 'Geological Structure' as the 'internal arrangement of a Geological Object' with examples like 'fold, fault'.",ESTRUTURA_FISICA,"Structures are geological configurations of rock units that result from deformation processes, such as faulting, folding, or fracturing, which control fluid flow and hydrocarbon accumulation."
anhydrites,Sedimentary Rock,"The NLD explicitly defines anhydrites as 'evaporite rocks,' which are a type of Sedimentary Rock formed by precipitation.",ROCHA,"Anhydrites are evaporite rocks that are predominantly composed of the mineral anhydrite (CaSO4) and form through the precipitation of calcium sulfate from evaporating brines, often in arid or restricted marine environments."
Benguela,Geological Object,"The NLD describes a 'sedimentary basin' as a large-scale rigid entity formed by geological processes, which aligns with the definition of a Geological Object.",BACIA,"The Benguela Basin is a sedimentary basin that developed along the passive continental margin of southwestern Africa, offshore Angola and Namibia, following the rifting and opening of the South Atlantic Ocean. It is characterized by thick syn-rift and post-rift sequences, including significant pre-salt carbonate and evaporite deposits, which hold substantial hydrocarbon exploration potential."
Cambrian,Geological Time Interval,"The NLD defines Cambrian as a 'geological period' spanning a specific time range, which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Cambrian is a geological period that represents the first period of the Paleozoic Era, spanning from approximately 541 to 485.4 million years ago. It is characterized by the ""Cambrian Explosion,"" a rapid diversification event where most major animal phyla first appeared in the fossil record."
Berriasian,Geological Time Interval,"The NLD describes a chronostratigraphic unit spanning a specific duration, which directly aligns with the definition of a Geological Time Interval as a temporal region within Global Geological Time.",UNIDADE_CRONO,"The Berriasian is a chronostratigraphic unit that represents the earliest stage of the Early Cretaceous epoch, spanning approximately from 145.0 to 139.8 million years ago."
Sergipe-Alagoas,Geological Object,"The NLD describes the Sergipe-Alagoas Basin as a large-scale sedimentary basin formed by geological processes, which aligns with the definition of a Geological Object.",BACIA,"The Sergipe-Alagoas Basin is a sedimentary basin that is located on the Brazilian equatorial margin, formed during the Gondwana breakup, and is a prolific petroleum province characterized by significant post-rift and pre-salt hydrocarbon accumulations."
scarps,Geological Boundary,"A scarp is defined as a 'topographic break' or 'cliff,' which represents a physical discontinuity on the external surface of a geological object.",ESTRUTURA_FISICA,"A scarp is a topographic break that is characterized by a steep, linear slope or cliff, formed by differential vertical displacement along a fault or by erosional processes acting on rocks of varying resistance."
fracture,Geological Boundary,"A fracture is defined as a geological discontinuity across a planar or curviplanar surface, which aligns with the definition of a Geological Boundary as a physical discontinuity.",ESTRUTURA_FISICA,"A fracture is a geological discontinuity that forms in a rock mass due to brittle deformation, resulting in a loss of cohesion across a planar or curviplanar surface."
borborema,Geological Object,"The term refers to a fossil, which is a rigid entity formed by geological processes and preserved within geological successions, fitting the definition of a Geological Object.",FOSSEIS,"Borborema is a fossil that represents an early life form, such as a microbial mat or a simple multicellular organism, preserved within the Precambrian to early Paleozoic sedimentary successions associated with the Borborema Province of Northeast Brazil."
aptian albian,Geological Time Interval,"The NLD defines 'Aptian-Albian' as a 'chronostratigraphic interval' spanning a specific time range, which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Aptian-Albian is a chronostratigraphic interval that encompasses two consecutive stages of the Cretaceous Period, spanning from approximately 125 to 100.5 million years ago, and is critical for the Brazilian Pre-Salt as it marks the post-rift sag phase characterized by the deposition of thick evaporite sequences and subsequent early post-salt carbonate and siliciclastic sediments."
bacia do Espírito Santo,Geological Object,"The NLD describes the basin as a rigid, identifiable geological entity generated by a geological process, which aligns with the definition of a Geological Object.",BACIA,"A Bacia do Espírito Santo is a sedimentary basin that is located offshore the southeastern coast of Brazil, extending from the state of Espírito Santo. It originated during the Mesozoic rifting of Gondwana and is characterized by a thick succession of syn-rift, sag, and drift sediments, which host significant hydrocarbon accumulations."
planktonic,quality,"The NLD defines 'planktonic' as a descriptive term for organisms that lived in the water column, drifting passively, which describes a characteristic or property of those organisms.",FOSSEIS,"""Planktonic"" is a descriptive term for organisms that lived in the water column, drifting passively with currents. These organisms, when preserved as fossils, are crucial for biostratigraphic correlation and paleoenvironmental reconstructions in marine and lacustrine settings."
collapse,Geological Structure,The NLD explicitly defines a collapse as a 'geological structure' and describes the internal arrangement and relationships of its parts (strata).,ESTRUTURA_FISICA,"A collapse is a geological structure that results from the downward displacement of overlying strata into an underlying void, typically formed by the dissolution of soluble rocks or the failure of a cavern roof."
scars,Geological Boundary,"A scar is defined as a 'surface depression or irregular topography,' which constitutes a physical discontinuity on the external surface of a geological object.",ESTRUTURA_FISICA,"A scar is a geological feature that is characterized by a surface depression or irregular topography, formed by the localized removal of material through processes such as dissolution, collapse, or erosion."
Cenozoic,Geological Time Interval,"The NLD describes Cenozoic as a 'geological era that spans from approximately 66 million years ago to the present day,' which directly matches the definition of a Geological Time Interval as a temporal region.",UNIDADE_CRONO,The Cenozoic is a geological era that spans from approximately 66 million years ago to the present day. It is characterized by the diversification of mammals and the formation of modern continental configurations.
Buracica,Geological Time Interval,The NLD explicitly states that Buracica is a chronostratigraphic unit representing a specific time interval.,UNIDADE_CRONO,"Buracica is a chronostratigraphic unit that represents a specific time interval within the Early Cretaceous, characterized by the initial syn-rift lacustrine deposition in the Brazilian marginal basins."
ridge,Geological Object,"The NLD describes a ridge as an 'elongated topographic high' formed by geological processes, which fits the definition of a Geological Object as a rigid entity generated by geological processes.",PALEOAMBIENTE,"A ridge is an elongated topographic high within a paleoenvironment that influences depositional patterns and is typically formed by structural uplift, differential erosion, or biogenic accretion."
discordance,Geological Boundary,"The NLD defines a discordance as a 'geological surface that represents a significant break in the stratigraphic record,' which directly aligns with the definition of a Geological Boundary as a physical discontinuity.",ESTRUTURA_FISICA,"A discordance is a geological surface that represents a significant break in the stratigraphic record, where younger sedimentary layers lie non-parallel upon older, eroded or tilted strata."
oil,Earth Fluid,"The NLD defines 'oil' as a 'naturally occurring fluid', which directly aligns with the definition of 'Earth Fluid' as an 'Earth Material that represents a volume of fluid' and lists 'oil' as an example.",FLUIDODATERRA,"Oil is a naturally occurring fluid that is a complex mixture of hydrocarbons, predominantly in liquid phase, found within porous and permeable subsurface geological formations."
ostracodes,Geological Object,"Ostracodes are described as microfossils preserved in sedimentary rocks, which are rigid entities generated by geological processes (fossilization) and serve as geological indicators.",FOSSEIS,"Ostracodes are a group of small bivalved crustaceans that are preserved as microfossils, characterized by a calcified, hinged carapace enclosing the body. They are abundant in both marine and freshwater sedimentary rocks, serving as key biostratigraphic markers and paleoenvironmental indicators, particularly in the context of lacustrine and marine carbonate systems like the Brazilian Pre-Salt."
Eoproterozoic,Geological Time Interval,"The NLD describes the Eoproterozoic as a 'geological era... spanning from approximately 2500 to 1600 million years ago,' which directly matches the definition of a temporal region within global geological time.",UNIDADE_CRONO,"The Eoproterozoic is a geological era that represents the earliest subdivision of the Proterozoic Eon, spanning from approximately 2500 to 1600 million years ago, and is characterized by the Great Oxidation Event and the assembly of the supercontinent Columbia."
Espírito Santo,Sedimentary Geological Object,"The NLD describes a 'sedimentary basin' characterized by 'sedimentary infill' and 'carbonate reservoirs', which aligns with a Geological Object constituted by Sedimentary Rock or Sediment.",BACIA,"The Espírito Santo Basin is a sedimentary basin that is located offshore the Brazilian states of Espírito Santo and southern Bahia, forming part of the Brazilian passive margin. It is characterized by a thick sedimentary infill, including significant Pre-Salt carbonate reservoirs, and is a prolific oil and gas province."
mollusks,object,"The term 'mollusks' refers to invertebrate animals, which are material entities manifesting causal unity, fitting the definition of a BFO object.",FOSSEIS,"Mollusks are a diverse phylum of invertebrate animals that are characterized by a soft, unsegmented body, typically enclosed in a calcareous shell, and whose fossilized remains are common in marine and freshwater sedimentary rocks, including the carbonate reservoirs of the Brazilian Pre-Salt."
charophytes,Geological Object,"Charophytes are described as fossilized remains with calcified structures, making them discrete, rigid, material entities found within geological contexts, which aligns with the definition of a Geological Object.",FOSSEIS,"Charophytes are fossilized remains of freshwater green algae that are characterized by calcified reproductive structures called gyrogonites. They are significant biostratigraphic markers in lacustrine carbonate successions, including those of the Brazilian Pre-Salt."
bivalves,object,"The NLD describes bivalves as a class of mollusks characterized by a shell, which are material entities manifesting causal unity as organisms, fitting the BFO definition of an object.",FOSSEIS,"Bivalves are a class of marine and freshwater mollusks that are characterized by a shell consisting of two hinged valves, and are frequently preserved as fossils in sedimentary rocks, serving as key paleoenvironmental indicators in carbonate successions like the Brazilian Pre-Salt."
molds,Geological Structure,"A mold is an impression or void that represents an internal configuration within a geological object, fitting the definition of a Geological Structure.",FOSSEIS,"A mold is a type of fossil that is an impression of the external or internal surface of an organism or its trace, formed when the original organic material has dissolved or decayed away, leaving a void in the surrounding sediment."
peloid,Geological Object,"The NLD describes a peloid as a discrete 'carbonate grain' with specific characteristics, fitting the definition of a Geological Object as a rigid entity with its own identity and unity, similar to a crystal or nodule.",NAO_CONSOLID,"A peloid is a carbonate grain that is typically ovoid to spherical, microcrystalline, and lacks internal structure."
cracks,Geological Structure,"The NLD describes cracks as a 'physical structure' and a 'discontinuity within a rock mass,' which aligns with Geological Structure's definition of describing the 'internal arrangement' and 'configuration' of a Geological Object.",ESTRUTURA_FISICA,"Cracks are a type of physical structure that represents a planar or irregular discontinuity within a rock mass, formed by tensional or shear stresses leading to a loss of cohesion. In reservoir geology, they can significantly impact permeability and porosity, especially in carbonate systems like the Pre-Salt."
muscovite,Geological Object,"The NLD describes muscovite as a mineral, which is a type of crystal, and 'a crystal' is an explicit example of a Geological Object.",MINERAIS,"Muscovite is a phyllosilicate mineral that belongs to the mica group, characterized by its perfect basal cleavage and flexible, elastic sheets. It is a potassium aluminum silicate hydroxide (KAl₂(AlSi₃O₁₀)(OH)₂) commonly found in igneous, metamorphic, and detrital sedimentary rocks."
