Corrected_Term,NLD,Original_Label
Turonian,"Turonian is a geological age that represents a subdivision of the Late Cretaceous Epoch. It spans from approximately 93.9 to 89.8 million years ago, following the Cenomanian and preceding the Coniacian stages.",UNIDADE_CRONO
micas,"Micas are a group of sheet silicate minerals that are characterized by a layered structure, perfect basal cleavage, and a wide range of compositions, commonly found in igneous, metamorphic, and sedimentary rocks.",MINERAIS
bioclasts,"Bioclasts are skeletal fragments that are derived from the remains of organisms and form a significant component of many sedimentary rocks, particularly carbonates.",FOSSEIS
dolomudstone,"A dolomudstone is a carbonate rock that is composed of more than 50% dolomite and contains less than 10% allochems, exhibiting a mud-supported texture.",ROCHA
Hauterivian,"Hauterivian is a chronostratigraphic unit that represents a stage within the Early Cretaceous epoch, spanning the interval of geological time following the Valanginian Stage and preceding the Barremian Stage.",UNIDADE_CRONO
shallow,"A shallow paleoenvironment is a depositional setting that is characterized by low water depths, typically within the photic zone, and often associated with high-energy conditions, significant biological activity, and the accumulation of carbonate sediments.",PALEOAMBIENTE
Archean,"The Archean is a geological eon that spans from 4.0 to 2.5 billion years ago, following the Hadean and preceding the Proterozoic. It is characterized by the formation of the Earth's first stable continental crust and the emergence of early life forms, primarily prokaryotes.",UNIDADE_CRONO
granitoids,"Granitoids are a group of intrusive igneous rocks that are felsic, coarse-grained, and primarily composed of quartz and feldspar, encompassing rock types such as granite, granodiorite, and tonalite.",ROCHA
pre Alagoas,"Pre-Alagoas is a chronostratigraphic interval that precedes the Alagoas Stage/Age in the Early Cretaceous of the Brazilian marginal basins. It encompasses the syn-rift and early sag phases of the South Atlantic opening, characterized by the deposition of rift-related clastics and early post-rift evaporites and carbonates, prior to the main Pre-Salt carbonate factory development.",UNIDADE_CRONO
Namibe,"The Namibe Basin is a sedimentary basin that is located offshore Angola and Namibia, along the passive margin of the South Atlantic. It formed during the Mesozoic rifting and subsequent opening of the South Atlantic Ocean, accumulating thick syn-rift and post-rift sequences. These sequences include potential petroleum systems analogous to those found in conjugate Brazilian basins.",BACIA
floatstones,"A floatstone is a type of carbonate rock that is characterized by larger clasts (typically greater than 2 mm) ""floating"" within a finer-grained matrix, where the clasts are not in contact with each other and are supported by the matrix.",ROCHA
cementstones,"Cementstones are a type of carbonate rock that is characterized by a high proportion of early diagenetic cement, often microcrystalline, binding a relatively small amount of skeletal or non-skeletal grains, typically forming dense, fine-grained lithologies in lacustrine or restricted marine environments.",ROCHA
Palaeoproterozoic,"Palaeoproterozoic is a geological era that constitutes the first era of the Proterozoic Eon, spanning the time interval from approximately 2500 to 1600 million years ago.",UNIDADE_CRONO
oceans,"An ocean is a marine paleoenvironment that represents a vast, deep body of saline water covering a significant portion of the Earth's surface, characterized by open-marine conditions and typically associated with pelagic sedimentation.",PALEOAMBIENTE
Espírito Santo,"The Espírito Santo Basin is a sedimentary basin that is located offshore southeastern Brazil, extending from the Abrolhos Arch to the Vitória High. It is characterized by a thick sedimentary package, including significant Pre-Salt carbonate reservoirs, formed during the rifting and subsequent opening of the South Atlantic Ocean.",BACIA
Holocene,"The Holocene is a geological epoch that represents the current and most recent division of the Quaternary Period, extending from approximately 11,700 years ago to the present day.",UNIDADE_CRONO
chalcedony,"Chalcedony is a cryptocrystalline variety of quartz that consists of very fine intergrowths of quartz and moganite, typically exhibiting a waxy luster and forming in various colors.",MINERAIS
silica,"Silica is a chemical compound that consists of silicon and oxygen, with the chemical formula SiO2, and is the primary constituent of a group of rock-forming minerals, including quartz, chalcedony, and opal.",MINERAIS
pyrite,"Pyrite is an iron sulfide mineral that crystallizes in the cubic system, characterized by its metallic luster and brass-yellow color, often forming as a common accessory or diagenetic mineral in various geological settings, including carbonate reservoirs.",MINERAIS
laminations.,"Laminations are a physical structure that consists of very thin, parallel layers within a sedimentary rock, typically less than 1 cm thick, formed by rhythmic or episodic variations in sediment composition, grain size, or depositional conditions.",ESTRUTURA_FISICA
silica,"Silica is a chemical compound that consists of silicon and oxygen, with the chemical formula SiO2, and is the primary constituent of a group of rock-forming minerals, including quartz, chalcedony, and opal.",MINERAIS
Ordovician,"The Ordovician is a geologic period that spans from approximately 485.4 to 443.8 million years ago, following the Cambrian and preceding the Silurian periods. It is characterized by the Great Ordovician Biodiversification Event, a significant radiation of marine life, and the widespread deposition of carbonate rocks.",UNIDADE_CRONO
pisolites,"Pisolites are a type of carbonate grain that constitutes a component of carbonate rocks, characterized by a spherical to subspherical shape, a diameter typically greater than 2 mm, and concentric laminae of calcium carbonate around a central nucleus.",ROCHA
contact,"A contact is a surface or zone that separates two distinct geological bodies or units, such as different rock types, stratigraphic layers, or structural domains.",ESTRUTURA_FISICA
stones,"Stones are fragments of rock that are naturally occurring, typically ranging in size from pebbles to cobbles, and are formed through the breakdown of larger rock masses by geological processes such as weathering and erosion.",ROCHA
Jurassic,"The Jurassic is a geological period that constitutes the middle division of the Mesozoic Era, spanning from approximately 201.3 to 145 million years ago.",UNIDADE_CRONO
feldspar,"Feldspar is a group of tectosilicate minerals that are the most abundant minerals in the Earth's crust, characterized by their framework structure of silica and alumina tetrahedra, and containing varying amounts of potassium, sodium, or calcium.",MINERAIS
Santonian,"Santonian is a chronostratigraphic stage that represents a division of the Late Cretaceous epoch, spanning the time interval between the Coniacian and the Campanian stages.",UNIDADE_CRONO
Campanian,The Campanian is a geological age that represents a subdivision of the Late Cretaceous Epoch. It spans from approximately 83.6 to 72.1 million years ago. This chronostratigraphic unit follows the Santonian and precedes the Maastrichtian.,UNIDADE_CRONO
travertine,"Travertine is a terrestrial carbonate rock that forms by the rapid precipitation of calcium carbonate minerals, primarily calcite, from supersaturated meteoric waters at ambient or elevated temperatures, often exhibiting distinctive layered, porous, or banded textures.",ROCHA
1-brsa-618-rjs,"1-BRSA-618-RJS is a specific exploratory well that was drilled in the Santos Basin, offshore Rio de Janeiro, Brazil, to investigate the hydrocarbon potential of the Pre-Salt carbonate reservoirs.",POÇO
3-brsa-1032-rjs,"3-BRSA-1032-RJS is a well that is a specific borehole officially designated by the Brazilian National Agency of Petroleum, Natural Gas and Biofuels (ANP) and drilled by Petrobras in the offshore Rio de Janeiro area of Brazil.",POÇO
3-brsa-1132-rjs,"3-brsa-1132-rjs is a well that is uniquely identified by the ANP (Agência Nacional do Petróleo, Gás Natural e Biocombustíveis) code 3-BRSA-1132-RJS, drilled by Petrobras in the offshore Rio de Janeiro State area, primarily for hydrocarbon exploration or appraisal within the Brazilian Pre-Salt play.",POÇO
gases,"Gases are a type of earth fluid that exist in a gaseous state under reservoir conditions, characterized by low viscosity and compressibility, and are typically composed of light hydrocarbon molecules and non-hydrocarbon components.",FLUIDODATERRA
Ilyocypris,"Ilyocypris is a genus of ostracod that represents a bivalved microcrustacean fossil commonly found in lacustrine deposits, serving as a key paleoenvironmental indicator for freshwater to brackish conditions in the Brazilian Pre-Salt succession.",FOSSEIS
Alagoas,"Alagoas is a chronostratigraphic unit that represents a specific geological age within the Early Cretaceous, corresponding to the Aptian stage. It is characterized by the deposition of the main sag-phase carbonate reservoirs in the Brazilian Pre-Salt basins.",UNIDADE_CRONO
Alagoas,"Alagoas is a chronostratigraphic unit that represents a specific geological age within the Early Cretaceous, corresponding to the Aptian stage. It is characterized by the deposition of the main sag-phase carbonate reservoirs in the Brazilian Pre-Salt basins.",UNIDADE_CRONO
rocks,"A rock is a naturally occurring solid aggregate of one or more minerals or mineraloids, or organic matter, that forms a significant part of the Earth's crust.",ROCHA
strontium,"Strontium is an alkaline earth metal that is a chemical element commonly incorporated into the crystal lattice of various minerals, particularly carbonates and sulfates, often serving as a proxy for paleoenvironmental conditions and diagenetic processes.",MINERAIS
Paleocene-Eocene,Paleocene-Eocene is a chronostratigraphic unit that represents the geological time interval spanning from the beginning of the Paleocene epoch to the end of the Eocene epoch.,UNIDADE_CRONO
gravel,"Gravel is an unconsolidated clastic sediment that consists of rock fragments, mineral grains, or bioclastic material. It is characterized by a grain size larger than sand, with individual particles typically exceeding 2 mm in diameter.",NAO_CONSOLID
aeolian,"An aeolian paleoenvironment is a paleoenvironment that is characterized by depositional and erosional processes dominated by wind activity, typically resulting in the formation of dune fields, sand sheets, and interdune deposits in arid or semi-arid continental settings.",PALEOAMBIENTE
rochas carbonáticas,"Rochas carbonáticas são rochas sedimentares que são compostas predominantemente por minerais carbonáticos, como calcita e dolomita, e que se formam pela acumulação de material biogênico ou precipitação química de carbonatos.",ROCHA
mounds,"A mound is a carbonate structure that is a positive topographic feature, formed by the in-situ accumulation of carbonate material, often of microbial or biogenic origin, in lacustrine or marine environments.",ESTRUTURA_FISICA
3-BRSA-1343-RJS,"3-BRSA-1343-RJS is a well that was drilled by Petrobras in the offshore Rio de Janeiro state, identified by the sequential number 1343, representing a specific drilling operation or sidetrack within a well cluster.",POÇO
3-BRSA-1345-RJS,"3-BRSA-1345-RJS is a well that is an official identifier assigned by the Brazilian National Agency of Petroleum, Natural Gas and Biofuels (ANP) to a specific bore drilled by Petrobras (BRSA) in the state of Rio de Janeiro (RJS), representing the third well in its respective drilling campaign or block.",POÇO
3-brsa-1183-rjs,"3-BRSA-1183-RJS is a well that represents a specific bore drilled into the Earth's subsurface for exploration or production of hydrocarbons. It is identified by the ANP nomenclature '3-BRSA-1183-RJS', indicating it is the third well drilled in a block operated by Petrobras (BRSA), assigned the sequential number 1183, and located offshore the state of Rio de Janeiro (RJS). This well is typically associated with the exploration and appraisal of Pre-Salt carbonate reservoirs.",POÇO
Aptian,"Aptian is a chronostratigraphic stage that represents a division of the Early Cretaceous epoch, succeeding the Barremian and preceding the Albian stages, and spanning from approximately 125.0 to 113.0 million years ago.",UNIDADE_CRONO
anhydrite,"Anhydrite is an evaporite rock that is primarily composed of the mineral anhydrite (CaSO4). It forms through the precipitation of calcium sulfate from evaporating seawater or hypersaline brines, commonly occurring in evaporite sequences and as a diagenetic product.",ROCHA
faults,"Faults are geological structures that are brittle fractures in rock along which there has been significant relative displacement of the rock masses on opposing sides. They are fundamental controls on fluid migration, trap formation, and reservoir compartmentalization within sedimentary basins.",ESTRUTURA_FISICA
siltites,"A siltite is a sedimentary rock that is primarily composed of silt-sized clastic particles, typically ranging from 0.004 to 0.0625 mm in diameter, and is intermediate in grain size between sandstone and mudstone.",ROCHA
calcarenite,A calcarenite is a limestone that is primarily composed of sand-sized (0.0625 to 2 mm) carbonate grains.,ROCHA
charophyte,"A charophyte is a fossilized green alga that produces distinctive calcified reproductive structures known as gyrogonites. These gyrogonites are commonly preserved in lacustrine and brackish water carbonate deposits, serving as important biostratigraphic markers for non-marine environments, including those of the Brazilian Pre-Salt.",FOSSEIS
algae,"Algae is a fossil that represents the preserved remains or traces of photosynthetic eukaryotic organisms, often unicellular or simple multicellular forms, which played a significant role in the formation of carbonate rocks, particularly in the Brazilian Pre-Salt reservoirs.",FOSSEIS
gyrogonite,A gyrogonite is a fossilized reproductive structure that represents the calcified oogonium of a charophyte alga.,FOSSEIS
grainstones-rudstones,"Grainstones-rudstones are carbonate rocks that exhibit a grain-supported fabric, containing less than 10% mud matrix, and are often characterized by a significant proportion of grains larger than 2 mm.",ROCHA
Neocomian,"Neocomian is a chronostratigraphic unit that represents the earliest part of the Early Cretaceous epoch. It encompasses the Berriasian, Valanginian, and Hauterivian stages, spanning from approximately 145 to 133 million years ago.",UNIDADE_CRONO
eo-Aptian,"Eo-Aptian is a chronostratigraphic unit that designates the earliest interval of the Aptian stage, a subdivision of the Early Cretaceous epoch.",UNIDADE_CRONO
Neo-Aptian,"Neo-Aptian is a chronostratigraphic unit that represents the upper sub-stage of the Aptian Stage within the Early Cretaceous Epoch, marking a critical period in the Brazilian Pre-Salt for the transition from sag-phase carbonate deposition to widespread evaporite precipitation.",UNIDADE_CRONO
sylvite,"Sylvite is a mineral that is a naturally occurring potassium chloride (KCl), crystallizing in the isometric system. It is a common evaporite mineral, often found in marine and lacustrine salt deposits, and is a primary ore of potassium.",MINERAIS
Neogene,"Neogene is a chronostratigraphic unit that represents a geological period within the Cenozoic Era, spanning from approximately 23.03 million years ago to 2.58 million years ago.",UNIDADE_CRONO
diamictites,"A diamictite is a sedimentary rock that is characterized by very poor sorting and a wide range of clast sizes, from clay to boulders, supported within a finer-grained matrix.",ROCHA
mound-shaped,"Mound-shaped is a descriptive term that characterizes a physical structure exhibiting a convex, isolated, and generally rounded or domal profile, often forming a topographic high relative to its surroundings.",ESTRUTURA_FISICA
Miocene,"The Miocene is a geological epoch that represents the first epoch of the Neogene Period and the fourth epoch of the Cenozoic Era. It spans from approximately 23.03 to 5.333 million years ago, characterized by significant global cooling and the diversification of mammals.",UNIDADE_CRONO
serravallian,"Serravallian is a chronostratigraphic unit that represents a global subdivision of geological time within the Middle Miocene epoch. It spans from approximately 13.82 to 11.63 million years ago, following the Langhian and preceding the Tortonian stages.",UNIDADE_CRONO
diamictites,"A diamictite is a type of sedimentary rock that is characterized by its poor sorting, containing a wide range of clast sizes from clay to boulders, set within a muddy or sandy matrix.",ROCHA
dinoflagellate,A dinoflagellate is a unicellular planktonic protist that typically possesses two flagella and often produces resistant organic cysts (dinocysts) that are preserved as microfossils in sedimentary rocks.,FOSSEIS
Taranaki Basin,"The Taranaki Basin is a sedimentary basin that is located offshore and onshore the west coast of New Zealand's North Island, representing the country's primary hydrocarbon province with Mesozoic to Cenozoic sedimentary fill and significant gas and oil accumulations.",BACIA
Espirito Santo basins,"Espirito Santo basins are a series of marginal sedimentary basins that are located along the southeastern Brazilian continental margin, formed during the Mesozoic rifting and Cenozoic sag phases of the South Atlantic opening. They extend from the state of Espírito Santo northward and are significant for hydrocarbon exploration. These basins contain both post-rift and pre-salt plays, making them key targets for oil and gas production.",BACIA
Campo de Bonito,"Campo de Bonito is an oil and gas field that is located in the Santos Basin, offshore Brazil, and is characterized by its high-quality Pre-Salt carbonate reservoirs, producing light oil.",CAMPO
bacia de campos,"A Bacia de Campos is a sedimentary basin that is located offshore the southeastern coast of Brazil, representing one of the most prolific oil and gas provinces in the country. It is characterized by significant Pre-Salt carbonate and Post-Salt clastic reservoirs, formed during the rifting and opening of the South Atlantic Ocean.",BACIA
Neogene,The Neogene is a chronostratigraphic unit that represents a geological period and system within the Cenozoic Era. It spans from approximately 23.03 to 2.58 million years ago. This unit follows the Paleogene Period and precedes the Quaternary Period.,UNIDADE_CRONO
Paleogene,"The Paleogene is a chronostratigraphic unit that constitutes the earliest period of the Cenozoic Era. It spans from approximately 66 to 23 million years ago, following the Cretaceous Period and preceding the Neogene Period. This interval is marked by the diversification of mammals and significant global cooling trends.",UNIDADE_CRONO
cyanobacteria coccoid,"A cyanobacteria coccoid is a fossil microorganism that represents the preserved remains of spherical or ovoid-shaped cyanobacteria, which are photosynthetic prokaryotes often found in microbialites like stromatolites, providing evidence of early life and paleoenvironmental conditions in carbonate systems.",FOSSEIS
cyanobacteria mats,"Fossilized cyanobacteria mats are a preserved biogenic sedimentary structure that formed from the layered growth of photosynthetic prokaryotes, primarily cyanobacteria, which trapped and bound sediment particles, often resulting in laminated microbialites such as stromatolites.",FOSSEIS
botryoids,"Botryoids are a type of fossilized microbial carbonate precipitate that exhibits a characteristic spherical to grape-like morphology, often forming aggregates, and is common in ancient lacustrine and marine environments.",FOSSEIS
quartzite,"Quartzite is a metamorphic rock that is predominantly composed of quartz, formed through the metamorphism of sandstone, and is characterized by its high hardness and resistance to weathering.",MINERAIS
schist,"Schist is a non-consolidated detrital material that consists of rock fragments, typically platy and rich in mica, derived from the weathering and erosion of a schistose metamorphic rock.",NAO_CONSOLID
fluvial-to-alluvial,"A fluvial-to-alluvial paleoenvironment is a depositional system characterized by the transition and interaction between riverine (fluvial) processes and sediment accumulation in unconfined, often fan-shaped (alluvial) settings, typically occurring along basin margins or in areas of significant topographic relief.",PALEOAMBIENTE
mollusk shell,"A mollusk shell is a biomineralized fossil that constitutes the hard, external protective covering secreted by a mollusk. These calcified or aragonitic structures are preserved in the geological record, often forming significant components within carbonate reservoirs.",FOSSEIS
chert,"Chert is a cryptocrystalline variety of quartz (SiO2) that is characterized by its hardness, conchoidal fracture, and typically occurs as nodules, concretions, or beds within sedimentary rocks. It often forms through the diagenetic replacement of carbonate minerals or the precipitation of biogenic silica from silica-rich fluids.",MINERAIS
structures,"Structures are geological configurations of rock units that result from deformation processes, such as faulting, folding, or fracturing, which control fluid flow and hydrocarbon accumulation.",ESTRUTURA_FISICA
anhydrites,"Anhydrites are evaporite rocks that are predominantly composed of the mineral anhydrite (CaSO4) and form through the precipitation of calcium sulfate from evaporating brines, often in arid or restricted marine environments.",ROCHA
Benguela,"The Benguela Basin is a sedimentary basin that developed along the passive continental margin of southwestern Africa, offshore Angola and Namibia, following the rifting and opening of the South Atlantic Ocean. It is characterized by thick syn-rift and post-rift sequences, including significant pre-salt carbonate and evaporite deposits, which hold substantial hydrocarbon exploration potential.",BACIA
Cambrian,"The Cambrian is a geological period that represents the first period of the Paleozoic Era, spanning from approximately 541 to 485.4 million years ago. It is characterized by the ""Cambrian Explosion,"" a rapid diversification event where most major animal phyla first appeared in the fossil record.",UNIDADE_CRONO
Berriasian,"The Berriasian is a chronostratigraphic unit that represents the earliest stage of the Early Cretaceous epoch, spanning approximately from 145.0 to 139.8 million years ago.",UNIDADE_CRONO
Sergipe-Alagoas,"The Sergipe-Alagoas Basin is a sedimentary basin that is located on the Brazilian equatorial margin, formed during the Gondwana breakup, and is a prolific petroleum province characterized by significant post-rift and pre-salt hydrocarbon accumulations.",BACIA
scarps,"A scarp is a topographic break that is characterized by a steep, linear slope or cliff, formed by differential vertical displacement along a fault or by erosional processes acting on rocks of varying resistance.",ESTRUTURA_FISICA
fracture,"A fracture is a geological discontinuity that forms in a rock mass due to brittle deformation, resulting in a loss of cohesion across a planar or curviplanar surface.",ESTRUTURA_FISICA
borborema,"Borborema is a fossil that represents an early life form, such as a microbial mat or a simple multicellular organism, preserved within the Precambrian to early Paleozoic sedimentary successions associated with the Borborema Province of Northeast Brazil.",FOSSEIS
aptian albian,"The Aptian-Albian is a chronostratigraphic interval that encompasses two consecutive stages of the Cretaceous Period, spanning from approximately 125 to 100.5 million years ago, and is critical for the Brazilian Pre-Salt as it marks the post-rift sag phase characterized by the deposition of thick evaporite sequences and subsequent early post-salt carbonate and siliciclastic sediments.",UNIDADE_CRONO
bacia do Espírito Santo,"A Bacia do Espírito Santo is a sedimentary basin that is located offshore the southeastern coast of Brazil, extending from the state of Espírito Santo. It originated during the Mesozoic rifting of Gondwana and is characterized by a thick succession of syn-rift, sag, and drift sediments, which host significant hydrocarbon accumulations.",BACIA
planktonic,"""Planktonic"" is a descriptive term for organisms that lived in the water column, drifting passively with currents. These organisms, when preserved as fossils, are crucial for biostratigraphic correlation and paleoenvironmental reconstructions in marine and lacustrine settings.",FOSSEIS
collapse,"A collapse is a geological structure that results from the downward displacement of overlying strata into an underlying void, typically formed by the dissolution of soluble rocks or the failure of a cavern roof.",ESTRUTURA_FISICA
scars,"A scar is a geological feature that is characterized by a surface depression or irregular topography, formed by the localized removal of material through processes such as dissolution, collapse, or erosion.",ESTRUTURA_FISICA
Cenozoic,The Cenozoic is a geological era that spans from approximately 66 million years ago to the present day. It is characterized by the diversification of mammals and the formation of modern continental configurations.,UNIDADE_CRONO
Buracica,"Buracica is a chronostratigraphic unit that represents a specific time interval within the Early Cretaceous, characterized by the initial syn-rift lacustrine deposition in the Brazilian marginal basins.",UNIDADE_CRONO
ridge,"A ridge is an elongated topographic high within a paleoenvironment that influences depositional patterns and is typically formed by structural uplift, differential erosion, or biogenic accretion.",PALEOAMBIENTE
discordance,"A discordance is a geological surface that represents a significant break in the stratigraphic record, where younger sedimentary layers lie non-parallel upon older, eroded or tilted strata.",ESTRUTURA_FISICA
oil,"Oil is a naturally occurring fluid that is a complex mixture of hydrocarbons, predominantly in liquid phase, found within porous and permeable subsurface geological formations.",FLUIDODATERRA
ostracodes,"Ostracodes are a group of small bivalved crustaceans that are preserved as microfossils, characterized by a calcified, hinged carapace enclosing the body. They are abundant in both marine and freshwater sedimentary rocks, serving as key biostratigraphic markers and paleoenvironmental indicators, particularly in the context of lacustrine and marine carbonate systems like the Brazilian Pre-Salt.",FOSSEIS
Eoproterozoic,"The Eoproterozoic is a geological era that represents the earliest subdivision of the Proterozoic Eon, spanning from approximately 2500 to 1600 million years ago, and is characterized by the Great Oxidation Event and the assembly of the supercontinent Columbia.",UNIDADE_CRONO
Espírito Santo,"The Espírito Santo Basin is a sedimentary basin that is located offshore the Brazilian states of Espírito Santo and southern Bahia, forming part of the Brazilian passive margin. It is characterized by a thick sedimentary infill, including significant Pre-Salt carbonate reservoirs, and is a prolific oil and gas province.",BACIA
mollusks,"Mollusks are a diverse phylum of invertebrate animals that are characterized by a soft, unsegmented body, typically enclosed in a calcareous shell, and whose fossilized remains are common in marine and freshwater sedimentary rocks, including the carbonate reservoirs of the Brazilian Pre-Salt.",FOSSEIS
charophytes,"Charophytes are fossilized remains of freshwater green algae that are characterized by calcified reproductive structures called gyrogonites. They are significant biostratigraphic markers in lacustrine carbonate successions, including those of the Brazilian Pre-Salt.",FOSSEIS
bivalves,"Bivalves are a class of marine and freshwater mollusks that are characterized by a shell consisting of two hinged valves, and are frequently preserved as fossils in sedimentary rocks, serving as key paleoenvironmental indicators in carbonate successions like the Brazilian Pre-Salt.",FOSSEIS
molds,"A mold is a type of fossil that is an impression of the external or internal surface of an organism or its trace, formed when the original organic material has dissolved or decayed away, leaving a void in the surrounding sediment.",FOSSEIS
peloid,"A peloid is a carbonate grain that is typically ovoid to spherical, microcrystalline, and lacks internal structure.",NAO_CONSOLID
cracks,"Cracks are a type of physical structure that represents a planar or irregular discontinuity within a rock mass, formed by tensional or shear stresses leading to a loss of cohesion. In reservoir geology, they can significantly impact permeability and porosity, especially in carbonate systems like the Pre-Salt.",ESTRUTURA_FISICA
muscovite,"Muscovite is a phyllosilicate mineral that belongs to the mica group, characterized by its perfect basal cleavage and flexible, elastic sheets. It is a potassium aluminum silicate hydroxide (KAl₂(AlSi₃O₁₀)(OH)₂) commonly found in igneous, metamorphic, and detrital sedimentary rocks.",MINERAIS
celestine,"Celestine is a mineral that is a strontium sulfate (SrSO4), typically forming as an evaporite in sedimentary rocks, often associated with limestones, dolomites, gypsum, and anhydrite.",MINERAIS
sparites,Sparites are carbonate rocks that are characterized by a sparry calcite or dolomite cement filling the intergranular pore spaces between grains.,ROCHA
cataclastic,"Cataclastic texture is a rock texture that results from brittle deformation involving fracturing, crushing, and grinding (comminution) of pre-existing mineral grains, typically without significant crystal plastic deformation, and is characterized by angular fragments of varying sizes within a finer-grained matrix.",TEXTURA
dolostones,"Dolostones are sedimentary rocks that are composed of more than 50% of the mineral dolomite (CaMg(CO3)2), typically formed through the diagenetic alteration of pre-existing limestones.",ROCHA
grupo lagoa feia,"Grupo Lagoa Feia is a lithostratigraphic unit that comprises a succession of Aptian lacustrine deposits, predominantly evaporites (halite, anhydrite) and microbial carbonates, representing the main evaporitic phase of the Brazilian Pre-Salt succession.",UNIDADE_LITO
oceanic,"An oceanic paleoenvironment is a paleoenvironment that represents the depositional conditions and biological communities characteristic of the open ocean, beyond the continental shelf and slope. It is typically characterized by deep-water sedimentation, pelagic organisms, and low energy conditions, often associated with abyssal plains or oceanic ridges.",PALEOAMBIENTE
Plio-Pleistocene,Plio-Pleistocene is a chronostratigraphic unit that comprises the rock strata deposited during the geological time interval spanning the Pliocene and Pleistocene epochs.,UNIDADE_CRONO
mesoproterozoic,"The Mesoproterozoic is a geological era that constitutes the middle division of the Proterozoic Eon, spanning the time interval from 1600 to 1000 million years ago.",UNIDADE_CRONO
silcrete,"Silcrete is a duricrust that is a hardened layer of surficial sediments or weathered rock, cemented by silica (SiO2).",MINERAIS
Mesozoic,"The Mesozoic is a geological era that spans from approximately 252 to 66 million years ago, encompassing the Triassic, Jurassic, and Cretaceous periods, and is critical for the development of the South Atlantic rift system and the deposition of Pre-Salt lacustrine carbonates.",UNIDADE_CRONO
kerolite,"Kerolite is a rock that is predominantly composed of the hydrated magnesium silicate mineral kerolite, characterized by its talc-like properties and often found as an alteration product in magnesium-rich environments.",ROCHA
carbonate,"A carbonate is a sedimentary rock that is primarily composed of carbonate minerals, such as calcite (CaCO3) or dolomite (CaMg(CO3)2), and typically forms from the accumulation of biogenic material or chemical precipitation in marine or lacustrine environments.",ROCHA
Santos Basin,"The Santos Basin is a sedimentary basin that is located offshore the southeastern coast of Brazil, formed during the Mesozoic rifting and opening of the South Atlantic Ocean. It is characterized by a thick sedimentary infill, including prolific Pre-Salt carbonate reservoirs, making it a major hydrocarbon province for Brazil.",BACIA
Aptian-aged,"Aptian-aged is a geological age that represents a chronostratigraphic unit within the Early Cretaceous Epoch, spanning approximately from 125.0 to 113.0 million years ago. It is characterized by the deposition of significant carbonate successions, including the major lacustrine and marine-influenced Pre-Salt reservoirs of the Brazilian continental margin.",UNIDADE_CRONO
Cenomanian,"Cenomanian is a chronostratigraphic stage that represents the oldest interval of the Late Cretaceous Epoch. It spans from approximately 100.5 to 93.9 million years ago, following the Albian and preceding the Turonian stages.",UNIDADE_CRONO
Maastrichtian,"Maastrichtian is a chronostratigraphic stage that represents the uppermost division of the Late Cretaceous epoch, spanning from approximately 72.1 to 66.0 million years ago and immediately preceding the Paleocene Danian stage.",UNIDADE_CRONO
Precambrian,"Precambrian is a geological supereon that represents the earliest and longest interval of Earth's history, spanning from the planet's formation approximately 4.6 billion years ago to the beginning of the Cambrian Period about 541 million years ago.",UNIDADE_CRONO
miliolid,"A miliolid is a biogenic mineral component that is composed of calcium carbonate and represents the skeletal remains (test) of a miliolid foraminifer, commonly found as a constituent of carbonate sediments and rocks.",MINERAIS
gypsum,Gypsum is a mineral that is a hydrated calcium sulfate (CaSO₄·2H₂O) and commonly forms as an evaporite in restricted marine or lacustrine environments. It is characterized by its relative softness and often occurs in association with halite and anhydrite.,MINERAIS
Barremian,"Barremian is a chronostratigraphic stage that represents a division of the Early Cretaceous epoch, spanning the time interval between the end of the Hauterivian and the beginning of the Aptian.",UNIDADE_CRONO
grupo lagoa feia,"Grupo Lagoa Feia is a lithostratigraphic unit that comprises a succession of Aptian lacustrine deposits, predominantly evaporites (halite, anhydrite) and microbial carbonates, representing the main evaporitic phase of the Brazilian Pre-Salt succession.",UNIDADE_LITO
feldspars,"Feldspars are a group of tectosilicate minerals that constitute the most abundant minerals in the Earth's crust, characterized by their framework structure of silica and alumina tetrahedra, and typically containing calcium, sodium, or potassium. They are essential components of many igneous, metamorphic, and sedimentary rocks, including those found as detrital grains or diagenetic alterations within the Brazilian Pre-Salt carbonate reservoirs.",MINERAIS
framestone,A framestone is a carbonate rock that is characterized by an in-situ rigid skeletal framework of organisms that grew and bound sediment during deposition.,ROCHA
bindstone,"A bindstone is a carbonate rock that is characterized by organisms that actively bind and stabilize sediment particles during deposition, forming a rigid framework.",ROCHA
sparstone,A sparstone is a carbonate rock that is characterized by a grain-supported fabric where the intergranular pore space is filled with sparry calcite cement.,ROCHA
tufa,"Tufa is a porous carbonate rock that forms by the precipitation of calcium carbonate from ambient temperature freshwater, typically in springs, lakes, or rivers, often exhibiting a spongy or vesicular texture.",ROCHA
lutites,Lutites are sedimentary rocks that are composed predominantly of silt and clay-sized particles.,ROCHA
Gabon,"The Gabon Basin is a sedimentary basin that is located along the passive margin of West Africa, extending from onshore Gabon into its offshore waters, and is a prolific petroleum province characterized by syn-rift and post-rift hydrocarbon plays, including significant pre-salt carbonate reservoirs.",BACIA
SB-A1,"SB-A1 is an exploration well that was drilled in the Santos Basin, offshore Brazil, and is recognized as a pioneering well that confirmed significant hydrocarbon accumulations within the Pre-Salt carbonate reservoirs.",POÇO
